,question,answer,source,length
592,What information should an applicant disclose while filing the application for registration as a Central Recordkeeping Agency?,"The applicant shall disclose all relevant information including any action or legal proceedings initiated against it, its directors or its principal officers in the past including the pending proceedings, for any material breach or non-compliance by them of any law, rules, regulations, and directions of the Authority or of any other regulatory body or Government.",nps.pdf,365
593,Can the Authority disclose information furnished by the applicant in the public domain?,"Yes, the Authority, having regard to the interest of the subscribers may disclose and may also advise the applicant to disclose all or such information, as it may deem fit in the interest of the subscribers, in the public domain.",nps.pdf,229
594,What is the procedure for furnishing information and clarification by the applicant?,"The Authority may require the applicant to furnish any further information or clarification, for the purpose of disposal of the application, and, thereafter, in regard to any other matter as may be deemed necessary by the Authority.",nps.pdf,232
595,Can the Authority verify the information furnished by the applicant?,"Yes, the Authority may, if it so desires, verify the information in any manner it deems necessary, which may include physical verification of documents, office space and inspect the availability of office space, infrastructure and technological support which the applicant is required to have.",nps.pdf,293
596,What are the grounds on which an application for grant of certificate of registration can be rejected?,"An application for grant of certificate of registration can be rejected on grounds such as incomplete application, unaccompanied with fee or relevant documents, incorrect or misleading information, and any other ground that the Authority may specify for consideration and rejection of application.",nps.pdf,297
597,What are the eligibility criteria for an applicant to be registered as a central recordkeeping agency?,"The applicant must be a bonafide entity, likely to meet its obligations, have a sound financial condition and general character of management, an adequate scale of operations and capital structure, and be competent to discharge its functions as a central recordkeeping agency.",nps.pdf,276
598,What is the process for granting a certificate of registration to an applicant?,"The Authority shall grant a certificate of registration to the applicant in the form specified under Schedule I, upon being satisfied that the applicant satisfies the eligibility criteria and other requirements specified under the regulations.",nps.pdf,243
599,What are the conditions that a central recordkeeping agency must comply with after being granted a certificate of registration?,"The central recordkeeping agency must obtain prior approval from the Authority for any change in its status or constitution, meet the eligibility criteria and other requirements, pay applicable fees, maintain separate books of accounts, abide by the provisions of the Act and regulations, continuously comply with disclosure of information, and comply with the code of conduct specified in Schedule II.",nps.pdf,402
600,What happens if an existing central recordkeeping agency fails to make an application or is refused grant of a certificate?,"The central recordkeeping agency must cease to act as such, transfer its activities to another entity that has been granted a registration certificate, transfer the regulated assets to the new central recordkeeping agency, make provisions for liability incurred or assumed, and take other actions as directed by the Authority.",nps.pdf,326
601,How much is the non-refundable registration fee that an applicant must pay to the Authority?,The non-refundable registration fee is rupees twenty five lakh.,nps.pdf,63
602,What is the annual fee that a central recordkeeping agency must pay to the Authority?,"The annual fee is 0.05 times of the service charges specified in regulation 22, and must be paid before the due date specified by the Authority.",nps.pdf,144
603,Within how many months must a central recordkeeping agency commence operations after being granted a certificate of registration?,"A central recordkeeping agency must commence operations within six months from the date of grant of the certificate of registration, or within such extended period as may be granted by the Authority.",nps.pdf,199
604,What must a central recordkeeping agency do before commencing operations?,The central recordkeeping agency must ensure that it has executed all agreements with other intermediaries or any other person as may be specified by the Authority.,nps.pdf,164
605,Can a central recordkeeping agency seek an extension of time to commence operations if it is unable to do so within the specified period?,"Yes, the central recordkeeping agency can seek an extension of time by making a written application to the Authority, together with just cause, and the Authority may grant an extension of up to twelve months from the date of grant of the certificate of registration.",nps.pdf,266
606,What happens if a central recordkeeping agency fails to deposit annual fees on or before the due date?,The Authority shall have the right to cancel the certificate of registration of the central recordkeeping agency.,nps.pdf,113
607,What is the tenure of registration of a central recordkeeping agency?,"The tenure of registration of a central recordkeeping agency shall remain valid unless suspended or cancelled by the Authority, or permitted to be surrendered by such central recordkeeping agency, for just cause to be shown.",nps.pdf,224
608,What happens to the regulated assets at the end of a central recordkeeping agency's tenure?,"The regulated assets shall be transferred to the new central recordkeeping agency or any other entity authorized for this purpose by the Authority, including software applications, third-party software and components, dedicated system-specific hardware, and database.",nps.pdf,267
609,What are the roles and responsibilities of a central recordkeeping agency?,"The central recordkeeping agency shall be responsible for centralized recordkeeping, administration, and customer service functions for all subscribers under the National Pension System, including building and maintaining the National Pension System infrastructure, acting as operational interface for all intermediaries, and providing web-based access to the Authority and other service providers.",nps.pdf,398
610,What is the process for transfer of assets in case of termination or surrender of a central recordkeeping agency?,"The central recordkeeping agency's software application, third-party software and components, dedicated system-specific hardware, and database shall be transferred to the new central recordkeeping agency or any other entity authorized for this purpose by the Authority at zero cost, and any incidental costs shall be borne by the transferor central recordkeeping agency.",nps.pdf,370
611,What is the primary role of a central recordkeeping agency?,"The primary role of a central recordkeeping agency is to build, maintain, and operate the National Pension System infrastructure, set up and operate the system, act as operational interface for all intermediaries, and set up the Information Technology infrastructure in compliance with the proposed architecture.",nps.pdf,312
612,What kind of access shall a central recordkeeping agency provide to the Authority and other service providers?,"A central recordkeeping agency shall provide web-based access to the Authority and the National Pension System Trust, and role-based access to other service providers like Trustee Bank, Government departments, pension funds, Point of presence, aggregators, and annuity service providers as specified by the Authority.",nps.pdf,317
613,What kind of information shall a central recordkeeping agency provide to the Authority and other stakeholders?,"A central recordkeeping agency shall provide periodic Management Information System and information as called for to the Authority, the National Pension System Trust, and the Ministry of Finance, and to any specified department of the Central Government, as well as information to State Governments and other stakeholders as per the terms and conditions of the agreement.",nps.pdf,371
614,What is the responsibility of a central recordkeeping agency in case of future changes?,"A central recordkeeping agency shall adapt the recordkeeping and administrative facility for future changes, including changes on account of technology advancements, changes in system requirements, and changes in regulatory requirements.",nps.pdf,237
615,What is the role of a central recordkeeping agency in enforcement of operational guidelines?,A central recordkeeping agency shall assist the Authority and the National Pension System Trust in enforcement of operational guidelines by providing the required data or information and reports on lapses and errors.,nps.pdf,216
616,What is the responsibility of a central recordkeeping agency in providing a dashboard view to intermediaries?,"A central recordkeeping agency shall provide a dashboard view to any intermediary or oversight office, which shall offer various information to facilitate effective monitoring by such offices.",nps.pdf,192
617,What are the main objectives of the Central Recordkeeping Agency (CRA) under the National Pension System?,"The main objectives of the CRA include establishing and maintaining a central recordkeeping system, servicing the needs of various stakeholders, and providing various reports and information to the nodal offices, Authority, or the National Pension System Trust.",nps.pdf,261
618,What are the roles and responsibilities of the Central Recordkeeping Agency under regulation 18?,"The CRA is responsible for establishing and maintaining a central recordkeeping system, providing various services to stakeholders, maintaining absolute confidentiality of records, and ensuring suitable system-driven mechanisms to avoid duplication across all sectors.",nps.pdf,268
619,What are the various types of reports that the Central Recordkeeping Agency is required to generate and furnish to stakeholders?,"The CRA is required to generate and furnish various reports, including number of Permanent Retirement Account Numbers issued, funds deposited with the Trustee Bank, error or discrepancy reports, scheme preferences report, monthly or quarterly reports, and other reports as specified by the Authority or the National Pension System Trust.",nps.pdf,337
620,What is the purpose of the functional architecture of the Central Recordkeeping Agency?,"The purpose of the functional architecture is to provide a scalable, secure, and reliable system for incorporating future requirements associated with service delivery by intermediaries under the National Pension System.",nps.pdf,220
621,What are the activities that the Central Recordkeeping Agency is required to undertake for processing information obtained from stakeholders?,"The CRA is required to undertake activities such as processing of information, registering grievances, and providing customer service functions, including various statements, Management Information Systems, and reports.",nps.pdf,219
622,What is the role of the National Pension System Trust in relation to the Central Recordkeeping Agency?,"The National Pension System Trust is authorized to demand any other information or clarification required thereof through the interface, and the CRA is required to furnish various reports and information to the National Pension System Trust from time to time or as may be required.",nps.pdf,281
623,What are the requirements for the central recordkeeping agency interface?,"The central recordkeeping agency interface is required to permit transactions of all types to be undertaken by customers and entities, and should be vastly scalable, secure, and reliable, and have the necessary structure for incorporating future requirements associated with service delivery by intermediaries under the National Pension System.",nps.pdf,344
624,What are the requirements for the generation of reports by the Central Recordkeeping Agency?,"The generation of reports by the CRA shall be automated and system-driven with suitable audit trails, and the application should provide a view for the departments, Authority, or the National Pension System Trust to access the reports automatically.",nps.pdf,249
625,What is the role of the Service Level Agreements in relation to the Central Recordkeeping Agency?,"The Service Level Agreements compliance reports are required to be generated by the CRA, which shall include service levels and Information Technology infrastructure performance.",nps.pdf,178
626,What is the purpose of the query functionality in the Central Recordkeeping Agency database?,"The query functionality is required to provide a view for the departments, Authority, or the National Pension System Trust to access the reports automatically, and the query results shall be exportable to desired formats as per the requirements of the National Pension System Trust.",nps.pdf,282
627,What are the key parameters that the central recordkeeping agency's service levels shall cover?,"The service levels with respect to performance requirements shall cover the following key parameters, as applicable, for all components under the central recordkeeping agency's scope: availability, scalability, security, manageability, performance, reliability, maintenance, extendibility, and interoperability.",nps.pdf,311
628,"How often shall the Authority undertake an inspection and audit of the central recordkeeping agency's books, accounts, and records?","The Authority may, at least once in a year and as decided by the Authority, undertake directly or through its authorized representative or auditor an inspection and audit of the books, accounts, records including the telephone records and electronic records and documents of the central recordkeeping agency.",nps.pdf,308
629,What is the purpose of the exit management plan that the central recordkeeping agency shall prepare and provide to the Authority?,"The exit management plan shall contain the details thereof including a detailed program of the transfer process, modalities for communication with the central recordkeeping agency's subcontractors, staff, suppliers, service providers, and any related third party, and provisions for contingent support to the replacement agency for a reasonable period after the transfer.",nps.pdf,371
630,What is the responsibility of the central recordkeeping agency regarding the redressal of subscriber grievances?,"The overall responsibility of the central recordkeeping agency for redressal of subscriber grievances shall be as provided under the Pension Fund Regulatory and Development Authority (Redressal of Subscriber Grievance) Regulations, 2015.",nps.pdf,237
631,How shall the central recordkeeping agency maintain its activities and business related to the National Pension System?,"The central recordkeeping agency shall ensure that its activities and business and other matters related to the National Pension System including maintenance of accounts, income, expenditure, flow of funds, records, data, and regulated assets in respect of the National Pension System are maintained separately.",nps.pdf,311
632,What is the process for determining the service fees or charges that the central recordkeeping agency shall collect from subscribers?,"The service fees or charges shall be determined through a price discovery process to be initiated by the Authority, after issuance of guidelines for such price discovery, and shall be reviewed every five years.",nps.pdf,210
633,"What is the role of the Authority in modifying the role, functions, or operational parameters of the central recordkeeping agency?","The Authority may modify the role, functions, or operational parameters of the central recordkeeping agency as may be specified by it through circular or guideline or notification.",nps.pdf,180
634,What is the purpose of the functional architecture of the central recordkeeping agency?,"The functional architecture shall have the provision for adding any additional stakeholder instruction into the overall structure as per the requirements of the Authority, and shall include contribution and switching, instruction, Permanent Retirement Account Number, account generation, compile retirement information, trustee account reconciliation, and post fund returns.",nps.pdf,374
635,What is the responsibility of the central recordkeeping agency regarding the maintenance of data related to the National Pension System?,"The central recordkeeping agency shall maintain a repository of data to support interfacing requirements and activities under the National Pension System, including data relating to subscribers, accounting, investment, pension contribution, pension funds scheme performance, Trustee Bank communication, participating states, organizations, pension funds, and annuity service providers.",nps.pdf,385
636,What is the provision for the central recordkeeping agency to collect service charges from subscribers?,"The central recordkeeping agency shall be entitled to collect service charges, in such mode and manner, as may be approved by the Authority, subject to the condition that such fee or charges shall be determined through a price discovery process.",nps.pdf,245
637,What is the purpose of the inspection or audit referred to in sub-regulation (1) of regulation 26?,"The purposes referred to in sub-regulation (1) may include, inter alia, ascertaining the infrastructural capabilities, systems and procedures, ensuring that the books of account, records including telephone records and electronic records and documents are being maintained in the manner required under these regulations, and ascertaining whether adequate internal control systems, procedures and safeguards have been established and are being followed by the central recordkeeping agency.",nps.pdf,488
638,Who can the Authority appoint to undertake the inspection or audit referred to in sub-regulation (1) of regulation 26?,The Authority may appoint one or more authorized representatives or appoint a qualified auditor to undertake the inspection or audit referred to in sub-regulation (1) of regulation 26.,nps.pdf,184
639,What is the notice period required before undertaking an inspection or audit under regulation 26?,"Before undertaking an inspection or audit under regulation 26, the Authority or its authorized representative or the auditor shall give ten working days’ notice to the central recordkeeping agency.",nps.pdf,197
640,What are the obligations of the central recordkeeping agency during an inspection or audit?,"The central recordkeeping agency shall produce to the Authority, or its authorized representative or auditor, such books, accounts, records and other documents in its custody or control and furnish to it or him with such statements and information relating to the activities entrusted to it by the Authority, as it or he may require, within such reasonable period as may be specified.",nps.pdf,384
641,"What is the duty of the central recordkeeping agency to give to the Authority, or its authorized representative or auditor during an inspection or audit?","The central recordkeeping agency shall give to the Authority, or its authorized representative or auditor all assistance in connection with the inspection and audit which the Authority or its authorized representative, or auditor may reasonably require.",nps.pdf,253
642,What action can the Authority take after considering the inspection or audit report?,"The Authority may take such action as it may deem fit and appropriate in the interest of the subscribers, including ordering an investigation or inquiry to be conducted in the matter.",nps.pdf,183
643,Who is entitled to recover expenses incurred for the purposes of inspection or audit undertaken directly or through its authorized representative?,The Authority shall be entitled to recover from the central recordkeeping agency such expenses incurred by it for the purposes of inspection or audit undertaken directly or through its authorized representative.,nps.pdf,211
644,Under what circumstances can the Authority cancel or suspend the certificate of registration of a central recordkeeping agency?,"The Authority may cancel or suspend the certificate of registration of a central recordkeeping agency if it fails to comply with any conditions subject to which a certificate of registration has been granted to it, or contravenes any of the provisions of the Act, rules or regulations made or any guidelines or notifications issued thereunder, or indulges in unfair trade practices or conducts its business in a manner prejudicial to the interests of the subscribers.",nps.pdf,467
645,What action can the Authority take instead of cancelling or suspending the certificate of registration of a central recordkeeping agency?,"The Authority may, instead of cancelling or suspending the certificate of registration, direct for varying or modifying the terms and conditions of the certificate of registration, as it may deem fit and appropriate.",nps.pdf,216
646,What is the scope of audit or inspection that may be modified by the Authority from time to time?,"The scope of audit or inspection may be modified by the Authority as may be specified from time to time, in relation to operational Service Level Agreements in accordance with the provisions of Pension Fund Regulatory and Development Authority (National Pension System Trust) Regulations, 2015.",nps.pdf,294
647,What is the process for a central recordkeeping agency to surrender its certificate of registration?,"The central recordkeeping agency must make a request to the Authority, which may require the agency to satisfy certain factors, including arrangements for maintenance and preservation of records, redressal of subscriber grievances, and transfer of records and regulated assets. The Authority may impose conditions on the agency for the protection of subscribers' interests.",nps.pdf,373
648,What happens to a central recordkeeping agency's activities when its certificate of registration is suspended or cancelled?,"The agency must cease to carry on any activity in respect of which the certificate had been granted, allow its subscribers to transfer their records or assignments without additional cost, make provisions for liabilities incurred or assumed, and take other actions as required by the Authority.",nps.pdf,294
649,Who can be appointed as a designated authority to investigate a central recordkeeping agency's default?,"An officer not below the rank of a Chief General Manager, or any other officer of an equivalent rank, can be appointed as a designated authority, provided that the officer has not conducted an investigation or inspection in respect of the alleged violation.",nps.pdf,257
650,What is the process for issuing a notice to a central recordkeeping agency or concerned person for a default?,"The designated authority must issue a notice specifying the contravention alleged to have been committed, indicating the provisions of the Act, regulations, directions or circulars in respect of which the contravention is alleged to have taken place, and annexing copies of documents relied on in making the imputations.",nps.pdf,320
651,What is the time limit for a noticee to submit a written representation in response to a notice?,"The noticee must submit a written representation within a period not exceeding 21 days from the date of service of the notice, along with documentary evidence, if any, in support thereof.",nps.pdf,187
652,What happens if a noticee does not reply to a show-cause notice within the specified time limit?,"The designated authority may proceed with the matter ex parte, recording the reasons for doing so, and make recommendations as the case may be on the basis of material facts available before him.",nps.pdf,195
653,What actions can the designated authority recommend in case of a default by a central recordkeeping agency?,"The designated authority can recommend suspension of the certificate of registration for a specified period, cancellation of the certificate of registration, or other actions as provided in the regulations.",nps.pdf,206
654,What is the requirement for a central recordkeeping agency to furnish a certificate of compliance with eligibility conditions?,A registered central recordkeeping agency must furnish a certificate evidencing compliance with the eligibility conditions to the Authority on an annual basis within 30 days of closure of accounts for the financial year.,nps.pdf,220
655,What happens to a central recordkeeping agency's regulated assets when its certificate of registration is suspended or cancelled?,The agency must transfer or dispose of the regulated assets in the manner directed by the Authority at its own cost.,nps.pdf,116
656,Can a central recordkeeping agency surrender its certificate of registration if any action for default has been initiated or contemplated by the Authority?,"No, a central recordkeeping agency shall not be permitted to surrender its certificate of registration in respect of which any action for default has been initiated or contemplated by the Authority.",nps.pdf,198
657,"What is the procedure for action on recommendation under the PFRDA (Central Recordkeeping Agency) Regulations, 2015?","The designated authority shall consider the report recommending measures and issue a show-cause notice to the noticee enclosing a copy of the report. The noticee may submit a reply within 21 days, and the designated member may pass an order after considering the reply, if any, and providing the person with an opportunity of being heard.",nps.pdf,338
658,What are the powers of the Authority under section 31 of the Act in relation to the central recordkeeping agency?,"The Authority may, after giving the central recordkeeping agency an opportunity of being heard, make a report to the Central Government if it has reason to believe that the central recordkeeping agency is acting in a manner likely to be prejudicial to the interest of subscribers.",nps.pdf,280
659,What is the role of the Administrator appointed by the Central Government to manage the affairs of the central recordkeeping agency?,"The Administrator shall manage the affairs of the central recordkeeping agency under the direction and control of the Authority, in such manner as may be specified by notification.",nps.pdf,180
660,What are the requirements for the central recordkeeping agency to avoid conflict of interest?,"The central recordkeeping agency shall avoid conflict of interest, make adequate disclosure of its interest, and put in place a mechanism to resolve any conflict of interest situation that may arise in the conduct of its business.",nps.pdf,230
661,What are the responsibilities of the central recordkeeping agency in relation to corporate governance and compliance?,"The central recordkeeping agency shall ensure good corporate policies and corporate governance are in place, not engage in fraudulent and manipulative transactions, and comply with the directions given to it by the Authority.",nps.pdf,225
662,What are the requirements for the central recordkeeping agency to maintain records and data?,"The central recordkeeping agency shall maintain absolute confidentiality with respect to all records, data, and information received or acquired by it during the course of its working, and shall not produce or share such data or information as evidence or for any other purpose, except as required by the due process of law.",nps.pdf,324
663,What are the responsibilities of the central recordkeeping agency in relation to the appointment of a Compliance Officer?,"The central recordkeeping agency must appoint a Compliance Officer who shall be responsible for monitoring compliance by it of the provisions of the Act, rules, and regulations, notifications, guidelines, and instructions issued by the Authority.",nps.pdf,246
664,What is the procedure for appealing against an order passed by the designated member under these regulations?,The central recordkeeping agency or any person concerned may prefer an appeal to the Securities Appellate Tribunal against such order in accordance with the provisions of sub-section (1) of section 36 of the Act.,nps.pdf,212
665,What are the requirements for the central recordkeeping agency to inform the Authority about any action or legal proceedings initiated against it?,"The central recordkeeping agency shall promptly inform the Authority about any action or legal proceedings initiated against it, its directors, or its principal officers in the past, including pending proceedings, as well as those initiated after the grant of registration certificate, for any material breach or non-compliance by them of any law, rules, regulations, and directions of the Authority or any other regulatory body or Government.",nps.pdf,443
666,What are the responsibilities of the central recordkeeping agency in relation to the maintenance of knowledge and competency?,"The central recordkeeping agency shall maintain an appropriate level of knowledge and competency and abide by the provisions of the Act, rules, regulations, circulars, and guidelines issued by the Authority, Central Government, or any other applicable statutory or regulatory body, as the case may be.",nps.pdf,301
667,What is the role of the compliance officer in case of non-compliance observed by him or her?,The compliance officer must immediately and independently report any non-compliance observed by him or her to the Authority.,nps.pdf,124
668,What is the power of the Authority to issue clarifications and guidelines?,The Authority has the power to issue clarifications and guidelines in the form of notes or circulars which shall be binding on the central recordkeeping agency or any person connected with it.,nps.pdf,192
669,What is the purpose of the Certificate of Registration issued by the Authority?,"The Certificate of Registration is issued by the Authority to grant registration to a central recordkeeping agency, which shall remain valid unless surrendered by the applicant and accepted by the Authority or suspended or cancelled by the Authority.",nps.pdf,250
670,What are the principles that the central recordkeeping agency shall follow while dealing with subscribers?,"The central recordkeeping agency shall act with integrity, competence, diligence, respect, and in an ethical manner with all intermediaries and subscribers under the National Pension System or other pension scheme regulated by the Authority.",nps.pdf,241
671,What is the responsibility of the central recordkeeping agency regarding the disclosure of private/confidential information?,"The central recordkeeping agency shall not disclose private/confidential information unless the prior written informed consent of the subscriber has been obtained, or the disclosure is required under law or in other identified circumstances.",nps.pdf,241
672,What is the requirement for the central recordkeeping agency regarding the network solution and software application?,"The central recordkeeping agency shall design and deploy a network to ensure 24x7 services of the software application, with resilience to maintain the services to all stakeholders.",nps.pdf,181
673,What are the components that the central recordkeeping agency's network solution should include?,"The network solution should include technical overview, detailed network diagram, LAN and WAN components, connectivity and technical specifications, IP addressing, planning for redundancy and security, etc.",nps.pdf,206
674,What is the responsibility of the central recordkeeping agency regarding the maintenance of network links?,The central recordkeeping agency shall be responsible for the maintenance of network links between the stakeholders and the central recordkeeping agency's data center.,nps.pdf,167
675,What is the requirement for the central recordkeeping agency regarding the internet bandwidth requirements?,The central recordkeeping agency shall assess the internet bandwidth requirements at the Data Center to ensure compliance with the expected performance level.,nps.pdf,158
676,What is the responsibility of the central recordkeeping agency regarding the provisioning of connectivity services?,The central recordkeeping agency shall be responsible for provisioning of the required connectivity services for successful and timely implementation between the Authority's location/s and its premises.,nps.pdf,202
677,What are the requirements for the central recordkeeping agency to submit to the Authority for remote management of the network?,"The central recordkeeping agency has to submit all relevant documents pertaining to the entire network, including user manuals, operation manuals, manufacturer supplied technical documentation, configuration of all network devices, and relevant diagrams/documentation in hard copy as well as soft-copy.",nps.pdf,302
678,What kind of training should the central recordkeeping agency provide to the concerned officers of the Authority or its identified personnel?,"The central recordkeeping agency should provide free-of-cost orientation training for two man weeks to concerned officers of the Authority or its identified personnel in operation, testing, maintenance of hardware and software of the network equipment, interconnection details of attached hardware, general network capabilities and technologies involved, and configuration and troubleshooting of the equipment.",nps.pdf,410
679,What are the service features that the central recordkeeping agency should establish for the call center?,"The central recordkeeping agency should establish an inbound call center with separate toll-free numbers for institutions and subscribers, interactive voice response or IVR, Hindi/English speaking customer service executives, scaling up on pro-rata basis to meet subscriber needs, and an average wait time for a caller that never exceeds 3 minutes.",nps.pdf,348
680,What are the key requirements for the call center from the Authority?,"The call center should have a response and identification system, use the same database and complaint registering software as used for call logging on the internet, provision for operator assistance and call escalation, strict adherence to declared service levels, and monitoring by designated personnel.",nps.pdf,304
681,What are the requirements for the data center established by the central recordkeeping agency?,"The data center should provide secure hosting, standard technologies, guaranteed service levels, high-quality support, operation and monitoring of the application, data and application availability seven days a week, 24 hours a day, centralized network management and operations capability, facility for centralized management of enterprise client/server systems, custom security options, multiple security levels, backup and archival services.",nps.pdf,444
682,What are the requirements for the disaster recovery site established by the central recordkeeping agency?,"The disaster recovery site should be designed as the backup (mirror) site to the production site, offer an optimized connectivity solution, deploy the entire central recordkeeping agency application solution, ensure that the DR site is kept current with the latest version of the application builds and all solution components, simulate routine tests to ensure fail-over to the DR site happens without any service downtime, and perform DR drills every quarter of the year.",nps.pdf,472
683,What are the requirements for backup and recovery by the central recordkeeping agency?,"The central recordkeeping agency should have a documented backup strategy and recovery, store backup media in a secured place, have a regular and updated anti-virus strategy, store archival media in suitable facilities, have a copy of media stored outside the premises, have regularly scheduled restore facilities to test the health of the archive backups and media, and maintain a backup log for a period of two years.",nps.pdf,419
684,What are the requirements for the disaster recovery plan by the central recordkeeping agency?,"The central recordkeeping agency should have a documented disaster recovery and business recovery plan, a replication site at a location not in physical proximity of the premises, near real-time replication of transaction data of the live server, a documented escalation process and designated personnel responsible for contact and action in case of disaster, routine disaster response drills, and adequate insurance coverage for all systems.",nps.pdf,442
685,What is the requirement for the central recordkeeping agency to assess and propose rack space and bandwidth requirements?,"The central recordkeeping agency should assess and propose rack space and bandwidth requirements with a plan to store and maintain master and transaction data, taking into consideration various redundancy mechanisms required to maintain service level compliance and uptime needs as specified by the Authority.",nps.pdf,309
686,What is the requirement for the central recordkeeping agency to establish a call center strategy?,"The central recordkeeping agency should establish a call center strategy that provides the right kind of services to subscribers spread across the nation, with the ability to scale up each component as and when growth in demand occurs.",nps.pdf,235
687,"What is the objective of the Pension Fund Regulatory and Development Authority (Custodian of Securities) Regulations, 2015?","The objective of the Regulations is to standardize the framework for monitoring, supervision and internal control for Custodian of Securities to enable them to establish high standards for internal control and operational conduct, with the aim of protecting the NPS assets and ensuring proper management of risk.",nps.pdf,312
688,What is meant by 'custodial services' in the context of the Regulations?,"Custodial services means safekeeping of securities or assets held under the National Pension System or any other pension scheme and providing services incidental thereto, including maintaining accounts of securities or assets held, undertaking activities as a Domestic Depository, collecting benefits or rights accruing on the securities or assets, informing about actions taken by the issuer of the securities, and maintaining and reconciling records of the services.",nps.pdf,468
689,What is the eligibility criteria for an entity to be granted a certificate of registration as a custodian of securities?,"The applicant must be registered with the Securities and Exchange Board of India as a custodian of securities for the past five years on the date of application, have direct or indirect cross holding by any pension fund or its sponsor, Trustee Bank or central record keeping agency in the custodian of securities of less than fifty per cent, and have assets under custody on the date of application of at least equal to the total assets under management of the National Pension System as on 31st March of the preceding financial year.",nps.pdf,534
690,What is the process for verifying the information furnished by an applicant for a certificate of registration?,"The Authority may verify the information in any manner it deems necessary, which may include physical verification of documents, office space, and inspection of the availability of office space, infrastructure, and technological support which the applicant is required to have, and may appoint any person including any of its officers or an external auditor for this purpose.",nps.pdf,375
691,What are the grounds on which an application for a certificate of registration may be rejected?,"An application may be rejected if it is not complete in all respects, does not conform to the requirements specified in the Regulations, contains incorrect, false or misleading information, the applicant is not in compliance with the minimum eligibility requirements, or it is not in the interest of subscribers or the objective of orderly development of pension sector or both.",nps.pdf,378
692,What is the time period within which an existing custodian must make an application for a certificate of registration?,An existing custodian must make an application for a certificate of registration within a period of ninety days from the date of notification of these Regulations.,nps.pdf,163
693,What are the consequences of an existing custodian failing to make an application for a certificate of registration within the specified time period?,"If an existing custodian fails to make an application for a certificate of registration within the specified time period, it shall cease to carry on an activity as custodian of securities and shall be subject to the directions of the Authority with regard to the transfer of records, documents or securities relating to its activities.",nps.pdf,335
694,What is the role of the Authority in granting a certificate of registration to a custodian of securities?,"The Authority shall register and grant an entity a certificate of registration as a custodian of securities, and may, if deemed necessary in the interest of the subscribers, select one or more custodian of securities.",nps.pdf,217
695,What is the definition of 'securities' in the context of the Regulations?,"Securities shall have the same meaning as assigned to it under the Securities Contracts (Regulation) Act, 1956 and includes such other instruments, permitted for investment by the Authority from time to time.",nps.pdf,208
696,What is the purpose of the First Schedule and Second Schedule to the Regulations?,"The First Schedule sets out the forms that must be used for various purposes under the Regulations, and the Second Schedule specifies the application fee and the manner of payment of the fee.",nps.pdf,191
697,What are the eligibility criteria that an applicant must mandatorily meet for registration as a custodian of securities?,"The applicant must meet the minimum eligibility criteria specified in sub-regulation (1) of regulation 8, which includes being a body corporate, having a minimum net worth, and fulfilling other conditions specified by the Authority.",nps.pdf,232
698,Can an applicant request exemption from some of the eligibility criteria specified in sub-regulation (2) of regulation 8?,"Yes, an applicant can request exemption from some of the eligibility criteria specified in sub-regulation (2) of regulation 8, but the Authority may grant exemption only if it feels that the non-fulfillment of the conditions would not prejudicially affect the interest of the subscriber.",nps.pdf,287
699,What is the procedure for grant of certificate of registration and payment of registration fee?,"The procedure for grant of certificate of registration and payment of registration fee is specified in regulation 10, which includes evaluation of the application, acceptance of the registration fee, and grant of a certificate of registration in Form A.",nps.pdf,253
700,What are the terms and conditions of registration as a custodian of securities?,"The terms and conditions of registration as a custodian of securities are specified in regulation 11, which includes paying registration fees and annual fees, providing custodial and depository services, fulfilling minimum eligibility conditions, and maintaining confidentiality.",nps.pdf,279
701,Can a custodian of securities assign or delegate or outsource any part of its functions without the prior permission of the Authority?,"No, a custodian of securities cannot assign or delegate or outsource any part of its functions without the prior permission of the Authority.",nps.pdf,141
702,What agreements must a custodian of securities execute before commencement of business?,"A custodian of securities must execute a tripartite agreement with the pension fund and the National Pension System Trust, and any other agreement required for the efficient and orderly conduct of activities as a custodian of pension schemes regulated by the Authority.",nps.pdf,269
703,How can a custodian of securities commence its operations after obtaining a certificate of registration?,"A custodian of securities can commence its operations after obtaining a ""certificate for commencement of business"" from the Authority, which is issued after the Authority is satisfied that the custodian is fully equipped to commence its operations.",nps.pdf,248
704,What is the period of validity of a certificate of registration granted under these regulations?,"Every certificate of registration granted under these regulations is valid for a period of five years from the date of grant of certificate of registration, which can be extended by the Authority for such period as it may determine in the interest of the subscribers.",nps.pdf,267
