,question,answer,context
263,"What are the possible actions the Authority can take upon receiving a report under sub-section (2) of section 64, after providing an opportunity for the data fiduciary or data processor to make a representation?","Upon receiving a report under sub-section (2) of section 64, the Authority can take the following actions after providing an opportunity for the data fiduciary or data processor to make a representation: (a) issue a warning, (b) issue a reprimand, (c) require the data fiduciary or data processor to cease and desist from committing or causing any violation, (d) require the data fiduciary or data processor to modify its business or activity, (e) temporarily suspend or discontinue the business or activity, (f) vary, suspend, or cancel any registration granted by the Authority in case of a significant data fiduciary, (g) suspend or discontinue any cross-border flow of personal data, or (h) require the data fiduciary or data processor to take any such action in respect of any matter arising out of the report as the Authority may think fit.","38 
 
 
 shall be bound to produce before the Inquiry Officer directed to make the inquiry , all such 
books, registers, doc uments, records and any data  in their custody or power and to furnish 
to the Inquiry Officer any statement and information relating to the affairs of the data 
fiduciary  or data processor  as the Inquiry Officer may req uire within such time as the said 
Inquiry Officer may specify.  
 
(6) The Inquiry Officer shall undertake the inquiry only after providing a written notice to the 
persons referred to in sub -section ( 5) stating the reasons for the inquiry and the 
relationship between the data fiduciary  and the scope of the inquiry . 
 
(7) The Inquiry Officer may keep in its custody any books, registers, documents, records and 
other data  produced under sub -section ( 5) for six months and thereafter shall return the  
same to the person by whom or on whose behalf such books, registers, documents, record 
and data are produced , unless an approval to retain such books, registers, documents, 
record and data for an additional period not exceeding three months has been obtai ned 
from the Authority . 
 
(8) Without prejudice to any other power set out in this Act or under any other law, any 
Inquiry Officer directed to make an inquiry may examine on oath, any officer, employee 
or other person acting under the direct authority of the da ta fiduciary or the data 
processor, or a service provider, or a contractor where services are being obtained by or 
provided to the data fiduciary or data processor , as the case may be, in relation to the 
business or activity of the data fiduciary  or data p rocessor . 
 
65. Action to be taken by Authority pursuant to an inquiry .— 
 
(1) On receipt of a report u nder sub -section (2) of section 6 4, the Authority may, after giving 
such opportunity to the data fiduciary or data processor to make a representation in 
connection with the report as the Authority deems reasonable, by an order in writing — 
 
(a) issue a warning to the data fiduciary  or data processor  where the business or 
activity is likely to violate the provisions of this Act;  
(b) issue a reprimand to the data fiduciary  or data processor  where the business or 
activity has violated the provisions of this Act;  
(c) require the data fiduciary  or data processor  to cease and desist from committing or 
causing any violation of the provisions of this Act;   
(d) require the data fiduciary or data processor to modify its business or activity to 
bring it in compliance with the provisions of this Act;  
(e) temporarily suspend or discontinue business or activity  of the data fiduciary or data 
processor  which is in contravention of the provisions of this Act;  
(f) vary, suspend or cancel any registration granted  by the Authority in case of a 
significantd ata fiduciary ;  
(g) suspend or discon tinue any cross -border flow of personal d ata; or  
(h) require the data fiduciary  or data  processor  to take any such action in respect of any 
matter arising out of the report as the Authority may think fit."
264,"Under which sub-section of section 64 is the Inquiry Officer required to provide a written notice to the persons referred to in sub-section (5), stating the reasons for the inquiry and the relationship between the data fiduciary and the scope of the inquiry?","The Inquiry Officer is required to provide a written notice to the persons referred to in sub-section (5) of section 64 under sub-section (6) of the same section, stating the reasons for the inquiry and the relationship between the data fiduciary and the scope of the inquiry.","38 
 
 
 shall be bound to produce before the Inquiry Officer directed to make the inquiry , all such 
books, registers, doc uments, records and any data  in their custody or power and to furnish 
to the Inquiry Officer any statement and information relating to the affairs of the data 
fiduciary  or data processor  as the Inquiry Officer may req uire within such time as the said 
Inquiry Officer may specify.  
 
(6) The Inquiry Officer shall undertake the inquiry only after providing a written notice to the 
persons referred to in sub -section ( 5) stating the reasons for the inquiry and the 
relationship between the data fiduciary  and the scope of the inquiry . 
 
(7) The Inquiry Officer may keep in its custody any books, registers, documents, records and 
other data  produced under sub -section ( 5) for six months and thereafter shall return the  
same to the person by whom or on whose behalf such books, registers, documents, record 
and data are produced , unless an approval to retain such books, registers, documents, 
record and data for an additional period not exceeding three months has been obtai ned 
from the Authority . 
 
(8) Without prejudice to any other power set out in this Act or under any other law, any 
Inquiry Officer directed to make an inquiry may examine on oath, any officer, employee 
or other person acting under the direct authority of the da ta fiduciary or the data 
processor, or a service provider, or a contractor where services are being obtained by or 
provided to the data fiduciary or data processor , as the case may be, in relation to the 
business or activity of the data fiduciary  or data p rocessor . 
 
65. Action to be taken by Authority pursuant to an inquiry .— 
 
(1) On receipt of a report u nder sub -section (2) of section 6 4, the Authority may, after giving 
such opportunity to the data fiduciary or data processor to make a representation in 
connection with the report as the Authority deems reasonable, by an order in writing — 
 
(a) issue a warning to the data fiduciary  or data processor  where the business or 
activity is likely to violate the provisions of this Act;  
(b) issue a reprimand to the data fiduciary  or data processor  where the business or 
activity has violated the provisions of this Act;  
(c) require the data fiduciary  or data processor  to cease and desist from committing or 
causing any violation of the provisions of this Act;   
(d) require the data fiduciary or data processor to modify its business or activity to 
bring it in compliance with the provisions of this Act;  
(e) temporarily suspend or discontinue business or activity  of the data fiduciary or data 
processor  which is in contravention of the provisions of this Act;  
(f) vary, suspend or cancel any registration granted  by the Authority in case of a 
significantd ata fiduciary ;  
(g) suspend or discon tinue any cross -border flow of personal d ata; or  
(h) require the data fiduciary  or data  processor  to take any such action in respect of any 
matter arising out of the report as the Authority may think fit."
265,What is the minimum rank required for an officer of the Authority to be authorized to conduct a search and seizure under section 66 of the Act?,The minimum rank required for an officer of the Authority to be authorized to conduct a search and seizure under section 66 of the Act is equivalent to that of a Gazetted Officer of the Central Government.,"39 
 
 
  
(2) A data fiduciary or data processor aggrieved by an order made under this section by the 
Authority may prefer an appeal to the Appellate Tribunal.  
66. Search and Seizure. — 
(1) Where the Authority has reasonable grounds to believe that — 
 
(a) any person who has been required unde r sub -section ( 5) of section 6 4to produce, or 
cause to be produced, any books, registers, documents, records or data in her 
custody or power is likely to omit or fail, or has omitted or failed, to do so; or  
(b) any books, registers, documents, records or data belonging to any person as 
mentioned in clause(a) of sub -section (1) are likely to be tampered with, altered, 
mutila ted, manufactured, falsified or destroyed; or  
(c) a contravention of any provision of this Act has been committed or is likely to be 
committed by a data fiduciary , 
 
it may authori se any officer of the Authority not below the rank equivalent to that of a Gazett ed 
Officer of the Central Government (here inafter referred to as “Authoris ed Officer”) to — 
 
(i) enter and search any building or place where she has reason to suspect that such 
books, registers, documents, records or data are kept;  
(ii) break open the lock of any box, locker, safe, almirah or other receptacle for 
exercising the powers conferred by clause (i) where the keys thereof are not 
available;  
(iii) access any computer, computer resource, or any other device containing or 
suspected to be  containing data;  
(iv) seize all or any such books, registers, documents, records or data found as a result 
of such search;  
(v) place marks of identification on such books, registers, documents, records or 
databases or make extracts or copies of the same.  
 
(2) The Authoris ed Officer may requisition the services of any police officer or of any officer 
of the Central Government, or of both, as the case may be, for assistance related to  any of 
the purposes specified in sub -section (1) and it shall be the duty of every such police 
officer or officer to comply with such requisition.  
 
(3) The Authoris ed Officer may, where it is not practicable to seize any such book, regist er, 
document, record or data  specified in sub -section (1), serve an order on the person who is 
in immedia te possession or control thereof that such person shall not remove, part with or 
otherwise deal with it except with the previous permission of such officer and such 
officer may take such steps as may be necessary for ensuring compliance with this sub -
section. 
 
(4) The Auth orised Officer may, during the course of the search or seizure, examine on oath 
any person who is found to be in possession or control of any books, registers ,"
266,Under what circumstances can an Authorized Officer break open a lock during a search and seizure operation under section 66 of the Act?,"An Authorized Officer can break open the lock of any box, locker, safe, almirah, or other receptacle during a search and seizure operation under section 66 of the Act if the keys are not available and it is necessary to exercise the powers conferred by clause (i) of sub-section (1) of section 66.","39 
 
 
  
(2) A data fiduciary or data processor aggrieved by an order made under this section by the 
Authority may prefer an appeal to the Appellate Tribunal.  
66. Search and Seizure. — 
(1) Where the Authority has reasonable grounds to believe that — 
 
(a) any person who has been required unde r sub -section ( 5) of section 6 4to produce, or 
cause to be produced, any books, registers, documents, records or data in her 
custody or power is likely to omit or fail, or has omitted or failed, to do so; or  
(b) any books, registers, documents, records or data belonging to any person as 
mentioned in clause(a) of sub -section (1) are likely to be tampered with, altered, 
mutila ted, manufactured, falsified or destroyed; or  
(c) a contravention of any provision of this Act has been committed or is likely to be 
committed by a data fiduciary , 
 
it may authori se any officer of the Authority not below the rank equivalent to that of a Gazett ed 
Officer of the Central Government (here inafter referred to as “Authoris ed Officer”) to — 
 
(i) enter and search any building or place where she has reason to suspect that such 
books, registers, documents, records or data are kept;  
(ii) break open the lock of any box, locker, safe, almirah or other receptacle for 
exercising the powers conferred by clause (i) where the keys thereof are not 
available;  
(iii) access any computer, computer resource, or any other device containing or 
suspected to be  containing data;  
(iv) seize all or any such books, registers, documents, records or data found as a result 
of such search;  
(v) place marks of identification on such books, registers, documents, records or 
databases or make extracts or copies of the same.  
 
(2) The Authoris ed Officer may requisition the services of any police officer or of any officer 
of the Central Government, or of both, as the case may be, for assistance related to  any of 
the purposes specified in sub -section (1) and it shall be the duty of every such police 
officer or officer to comply with such requisition.  
 
(3) The Authoris ed Officer may, where it is not practicable to seize any such book, regist er, 
document, record or data  specified in sub -section (1), serve an order on the person who is 
in immedia te possession or control thereof that such person shall not remove, part with or 
otherwise deal with it except with the previous permission of such officer and such 
officer may take such steps as may be necessary for ensuring compliance with this sub -
section. 
 
(4) The Auth orised Officer may, during the course of the search or seizure, examine on oath 
any person who is found to be in possession or control of any books, registers ,"
267,"What actions can an Authorized Officer take during a search and seizure operation under section 66 of the Act if it is not practicable to seize certain books, registers, documents, records, or data?","If it is not practicable to seize certain books, registers, documents, records, or data during a search and seizure operation under section 66 of the Act, the Authorized Officer may serve an order on the person who is in immediate possession or control of such items, prohibiting them from removing, parting with, or otherwise dealing with the items without the previous permission of the Authorized Officer. The Authorized Officer may also take necessary steps to ensure compliance with this order.","39 
 
 
  
(2) A data fiduciary or data processor aggrieved by an order made under this section by the 
Authority may prefer an appeal to the Appellate Tribunal.  
66. Search and Seizure. — 
(1) Where the Authority has reasonable grounds to believe that — 
 
(a) any person who has been required unde r sub -section ( 5) of section 6 4to produce, or 
cause to be produced, any books, registers, documents, records or data in her 
custody or power is likely to omit or fail, or has omitted or failed, to do so; or  
(b) any books, registers, documents, records or data belonging to any person as 
mentioned in clause(a) of sub -section (1) are likely to be tampered with, altered, 
mutila ted, manufactured, falsified or destroyed; or  
(c) a contravention of any provision of this Act has been committed or is likely to be 
committed by a data fiduciary , 
 
it may authori se any officer of the Authority not below the rank equivalent to that of a Gazett ed 
Officer of the Central Government (here inafter referred to as “Authoris ed Officer”) to — 
 
(i) enter and search any building or place where she has reason to suspect that such 
books, registers, documents, records or data are kept;  
(ii) break open the lock of any box, locker, safe, almirah or other receptacle for 
exercising the powers conferred by clause (i) where the keys thereof are not 
available;  
(iii) access any computer, computer resource, or any other device containing or 
suspected to be  containing data;  
(iv) seize all or any such books, registers, documents, records or data found as a result 
of such search;  
(v) place marks of identification on such books, registers, documents, records or 
databases or make extracts or copies of the same.  
 
(2) The Authoris ed Officer may requisition the services of any police officer or of any officer 
of the Central Government, or of both, as the case may be, for assistance related to  any of 
the purposes specified in sub -section (1) and it shall be the duty of every such police 
officer or officer to comply with such requisition.  
 
(3) The Authoris ed Officer may, where it is not practicable to seize any such book, regist er, 
document, record or data  specified in sub -section (1), serve an order on the person who is 
in immedia te possession or control thereof that such person shall not remove, part with or 
otherwise deal with it except with the previous permission of such officer and such 
officer may take such steps as may be necessary for ensuring compliance with this sub -
section. 
 
(4) The Auth orised Officer may, during the course of the search or seizure, examine on oath 
any person who is found to be in possession or control of any books, registers ,"
268,"What is the maximum period for which the Authorized Officer can retain the seized books, registers, documents, records or data without the approval of the Authority?",Six months from the date of seizure.,"40 
 
 
 documents, records or data , and any statement made by such person during such 
exami nation may thereafter be used in evidence in any proceeding under this Act.  
 
(5) The books, registers , documents, records or data  seized under sub -section (1) shall  not be 
retained by the Authoris ed Officer for a period exceeding six months from the date of th e 
seizure unless the reasons for retaining the same are recorded by her in writing and the 
approval of the Authority for such retention is obtained . 
 
(6) The Authority shall not authoris e the retention of the books, registers, documents, records 
or data for a period exceeding thirty days after all the proceedings under this Act, for 
which the said books, registers , documents, records or data  are relevant, are completed.  
 
(7) The person from whose custody the books, registers, documents, records or  data are 
seized under sub -section (1) may make copies thereof, or take extracts therefrom,  in the 
presence of the Authoris ed Officer or any other person appointed by her in this behalf at 
such place and time as the Authoris ed Officer may designate in this behalf.  
 
(8) If a person legally entitled to the books, registers , documents, records or data  seized under 
sub-section (1) objects for any reason to the approval given by the Authority under sub -
section (5), such person may make an application to the Appellate Tribunal  stating therein 
the reason for such objection and requesting for the return of the books, registers , 
documents, records or data . 
 
(9) On receipt of the application under sub -section ( 8), the Appellate Tribunal may, after 
giving the parties an opportunity of b eing heard, pass such order as it thinks fit  including 
any orde r prohibiting the destruction or alteration of such books, registers, documents, 
records or data . 
 
(10) The provisions of the Code of Criminal Procedure, 1973 (2 of 1974) relating to searches 
and seizures shall apply, so far as may be, to every search and seizure made under sub -
section (1).  
 
(11) Without prejudice to the generality of the foregoing, rules may be prescribed in relation to 
the process for search and seizure under this section and in parti cular may provide for — 
 
(a) obtaining ingress into such building or place to be searched where free ingress 
thereto is not available;  
(b) obtaining access to a computer, computer resource, or any other device containing 
or suspected to be containing data, where such access is not available;  
(c) ensuring safe custody of any books, registers , documents, records or data  seized 
under this section.  
67. Coordination between the Authority and other regulators or authorities .— 
Where any action proposed to be taken by the Authori ty under this Act  is such that any other regulator or 
authority  constituted under a law made by Parliament or the State legislature may also have concurrent 
jurisdiction, the Authority shall consult such other regulator or autho rity before taking such action  and"
269,"What can a person do if they object to the approval given by the Authority for the retention of their seized books, registers, documents, records or data?",They can make an application to the Appellate Tribunal stating the reason for their objection and requesting the return of the seized items.,"40 
 
 
 documents, records or data , and any statement made by such person during such 
exami nation may thereafter be used in evidence in any proceeding under this Act.  
 
(5) The books, registers , documents, records or data  seized under sub -section (1) shall  not be 
retained by the Authoris ed Officer for a period exceeding six months from the date of th e 
seizure unless the reasons for retaining the same are recorded by her in writing and the 
approval of the Authority for such retention is obtained . 
 
(6) The Authority shall not authoris e the retention of the books, registers, documents, records 
or data for a period exceeding thirty days after all the proceedings under this Act, for 
which the said books, registers , documents, records or data  are relevant, are completed.  
 
(7) The person from whose custody the books, registers, documents, records or  data are 
seized under sub -section (1) may make copies thereof, or take extracts therefrom,  in the 
presence of the Authoris ed Officer or any other person appointed by her in this behalf at 
such place and time as the Authoris ed Officer may designate in this behalf.  
 
(8) If a person legally entitled to the books, registers , documents, records or data  seized under 
sub-section (1) objects for any reason to the approval given by the Authority under sub -
section (5), such person may make an application to the Appellate Tribunal  stating therein 
the reason for such objection and requesting for the return of the books, registers , 
documents, records or data . 
 
(9) On receipt of the application under sub -section ( 8), the Appellate Tribunal may, after 
giving the parties an opportunity of b eing heard, pass such order as it thinks fit  including 
any orde r prohibiting the destruction or alteration of such books, registers, documents, 
records or data . 
 
(10) The provisions of the Code of Criminal Procedure, 1973 (2 of 1974) relating to searches 
and seizures shall apply, so far as may be, to every search and seizure made under sub -
section (1).  
 
(11) Without prejudice to the generality of the foregoing, rules may be prescribed in relation to 
the process for search and seizure under this section and in parti cular may provide for — 
 
(a) obtaining ingress into such building or place to be searched where free ingress 
thereto is not available;  
(b) obtaining access to a computer, computer resource, or any other device containing 
or suspected to be containing data, where such access is not available;  
(c) ensuring safe custody of any books, registers , documents, records or data  seized 
under this section.  
67. Coordination between the Authority and other regulators or authorities .— 
Where any action proposed to be taken by the Authori ty under this Act  is such that any other regulator or 
authority  constituted under a law made by Parliament or the State legislature may also have concurrent 
jurisdiction, the Authority shall consult such other regulator or autho rity before taking such action  and"
270,"Which provisions of the Code of Criminal Procedure, 1973 are applicable to searches and seizures made under this Act?","The provisions relating to searches and seizures in the Code of Criminal Procedure, 1973 are applicable, so far as may be, to every search and seizure made under this Act.","40 
 
 
 documents, records or data , and any statement made by such person during such 
exami nation may thereafter be used in evidence in any proceeding under this Act.  
 
(5) The books, registers , documents, records or data  seized under sub -section (1) shall  not be 
retained by the Authoris ed Officer for a period exceeding six months from the date of th e 
seizure unless the reasons for retaining the same are recorded by her in writing and the 
approval of the Authority for such retention is obtained . 
 
(6) The Authority shall not authoris e the retention of the books, registers, documents, records 
or data for a period exceeding thirty days after all the proceedings under this Act, for 
which the said books, registers , documents, records or data  are relevant, are completed.  
 
(7) The person from whose custody the books, registers, documents, records or  data are 
seized under sub -section (1) may make copies thereof, or take extracts therefrom,  in the 
presence of the Authoris ed Officer or any other person appointed by her in this behalf at 
such place and time as the Authoris ed Officer may designate in this behalf.  
 
(8) If a person legally entitled to the books, registers , documents, records or data  seized under 
sub-section (1) objects for any reason to the approval given by the Authority under sub -
section (5), such person may make an application to the Appellate Tribunal  stating therein 
the reason for such objection and requesting for the return of the books, registers , 
documents, records or data . 
 
(9) On receipt of the application under sub -section ( 8), the Appellate Tribunal may, after 
giving the parties an opportunity of b eing heard, pass such order as it thinks fit  including 
any orde r prohibiting the destruction or alteration of such books, registers, documents, 
records or data . 
 
(10) The provisions of the Code of Criminal Procedure, 1973 (2 of 1974) relating to searches 
and seizures shall apply, so far as may be, to every search and seizure made under sub -
section (1).  
 
(11) Without prejudice to the generality of the foregoing, rules may be prescribed in relation to 
the process for search and seizure under this section and in parti cular may provide for — 
 
(a) obtaining ingress into such building or place to be searched where free ingress 
thereto is not available;  
(b) obtaining access to a computer, computer resource, or any other device containing 
or suspected to be containing data, where such access is not available;  
(c) ensuring safe custody of any books, registers , documents, records or data  seized 
under this section.  
67. Coordination between the Authority and other regulators or authorities .— 
Where any action proposed to be taken by the Authori ty under this Act  is such that any other regulator or 
authority  constituted under a law made by Parliament or the State legislature may also have concurrent 
jurisdiction, the Authority shall consult such other regulator or autho rity before taking such action  and"
271,What are some of the specific rules that may be prescribed in relation to the process for search and seizure under this Act?,"Rules may be prescribed for obtaining ingress into a building or place to be searched, obtaining access to a computer or device containing data, and ensuring safe custody of any seized items.","40 
 
 
 documents, records or data , and any statement made by such person during such 
exami nation may thereafter be used in evidence in any proceeding under this Act.  
 
(5) The books, registers , documents, records or data  seized under sub -section (1) shall  not be 
retained by the Authoris ed Officer for a period exceeding six months from the date of th e 
seizure unless the reasons for retaining the same are recorded by her in writing and the 
approval of the Authority for such retention is obtained . 
 
(6) The Authority shall not authoris e the retention of the books, registers, documents, records 
or data for a period exceeding thirty days after all the proceedings under this Act, for 
which the said books, registers , documents, records or data  are relevant, are completed.  
 
(7) The person from whose custody the books, registers, documents, records or  data are 
seized under sub -section (1) may make copies thereof, or take extracts therefrom,  in the 
presence of the Authoris ed Officer or any other person appointed by her in this behalf at 
such place and time as the Authoris ed Officer may designate in this behalf.  
 
(8) If a person legally entitled to the books, registers , documents, records or data  seized under 
sub-section (1) objects for any reason to the approval given by the Authority under sub -
section (5), such person may make an application to the Appellate Tribunal  stating therein 
the reason for such objection and requesting for the return of the books, registers , 
documents, records or data . 
 
(9) On receipt of the application under sub -section ( 8), the Appellate Tribunal may, after 
giving the parties an opportunity of b eing heard, pass such order as it thinks fit  including 
any orde r prohibiting the destruction or alteration of such books, registers, documents, 
records or data . 
 
(10) The provisions of the Code of Criminal Procedure, 1973 (2 of 1974) relating to searches 
and seizures shall apply, so far as may be, to every search and seizure made under sub -
section (1).  
 
(11) Without prejudice to the generality of the foregoing, rules may be prescribed in relation to 
the process for search and seizure under this section and in parti cular may provide for — 
 
(a) obtaining ingress into such building or place to be searched where free ingress 
thereto is not available;  
(b) obtaining access to a computer, computer resource, or any other device containing 
or suspected to be containing data, where such access is not available;  
(c) ensuring safe custody of any books, registers , documents, records or data  seized 
under this section.  
67. Coordination between the Authority and other regulators or authorities .— 
Where any action proposed to be taken by the Authori ty under this Act  is such that any other regulator or 
authority  constituted under a law made by Parliament or the State legislature may also have concurrent 
jurisdiction, the Authority shall consult such other regulator or autho rity before taking such action  and"
272,What is the role of the Authority when it has concurrent jurisdiction with another regulator or authority for a proposed action under this Act?,The Authority must consult the other regulator or authority before taking such action.,"40 
 
 
 documents, records or data , and any statement made by such person during such 
exami nation may thereafter be used in evidence in any proceeding under this Act.  
 
(5) The books, registers , documents, records or data  seized under sub -section (1) shall  not be 
retained by the Authoris ed Officer for a period exceeding six months from the date of th e 
seizure unless the reasons for retaining the same are recorded by her in writing and the 
approval of the Authority for such retention is obtained . 
 
(6) The Authority shall not authoris e the retention of the books, registers, documents, records 
or data for a period exceeding thirty days after all the proceedings under this Act, for 
which the said books, registers , documents, records or data  are relevant, are completed.  
 
(7) The person from whose custody the books, registers, documents, records or  data are 
seized under sub -section (1) may make copies thereof, or take extracts therefrom,  in the 
presence of the Authoris ed Officer or any other person appointed by her in this behalf at 
such place and time as the Authoris ed Officer may designate in this behalf.  
 
(8) If a person legally entitled to the books, registers , documents, records or data  seized under 
sub-section (1) objects for any reason to the approval given by the Authority under sub -
section (5), such person may make an application to the Appellate Tribunal  stating therein 
the reason for such objection and requesting for the return of the books, registers , 
documents, records or data . 
 
(9) On receipt of the application under sub -section ( 8), the Appellate Tribunal may, after 
giving the parties an opportunity of b eing heard, pass such order as it thinks fit  including 
any orde r prohibiting the destruction or alteration of such books, registers, documents, 
records or data . 
 
(10) The provisions of the Code of Criminal Procedure, 1973 (2 of 1974) relating to searches 
and seizures shall apply, so far as may be, to every search and seizure made under sub -
section (1).  
 
(11) Without prejudice to the generality of the foregoing, rules may be prescribed in relation to 
the process for search and seizure under this section and in parti cular may provide for — 
 
(a) obtaining ingress into such building or place to be searched where free ingress 
thereto is not available;  
(b) obtaining access to a computer, computer resource, or any other device containing 
or suspected to be containing data, where such access is not available;  
(c) ensuring safe custody of any books, registers , documents, records or data  seized 
under this section.  
67. Coordination between the Authority and other regulators or authorities .— 
Where any action proposed to be taken by the Authori ty under this Act  is such that any other regulator or 
authority  constituted under a law made by Parliament or the State legislature may also have concurrent 
jurisdiction, the Authority shall consult such other regulator or autho rity before taking such action  and"
273,What is the purpose of the adjudication wing in the given context?,"The adjudication wing is established for the purpose of imposing penalties under sections 69 to 73 or awarding compensation under section 75 of the Act, ensuring operational segregation, independence, and neutrality in the process.","41 
 
 
 may also enter into a memorandum of understanding with such other regulator or authority governing the 
coordination of such actions . 
68. Appointment of Adjudicating Officer .— 
(1) Without prejudice to any other provision of this Act a nd for the purpose of imposing  of 
penalties under section 69to section 73or awarding compensation unde r section 7 5, the 
Authority shall have a separate adjudication wing.  
 
(2) The Central Government shall ,having regard to the need to ensure the operational 
segregation, independence , and neutrality of the adjudication wing ,prescribe — 
 
(a) number of Adjudicating Officers ; 
(b) qualification of Adjudicating Officers;  
(c) manner and terms of appointment of Adjudicating Officers  ensuring independence 
of such officers ; 
(d) jurisdiction of Adjudicating Officers;  
(e) procedure for carrying out an adjudication under this Act; and  
(f) other such requirements as the Central Government may deem fit.  
 
(3) The Adjudicating Officers shall be persons of ability, integrity and standing, and must 
have specialised knowledge of, and not less than seven years professional experience in 
the fields of constitutional law, cyber and internet laws, information technology law and 
policy, data protection and related subjects.  
CHAPTER XI  
PENALTIES AND REMEDI ES 
69. Penalties. — 
(1) Where the data fiduciary  contravenes any of the following provisions, it shall be liable to a 
penalty which may extend up to five crore rupeesor two per cent  of its total worldwide 
turnover of the preceding financial year, whichever is higher, as applicable — 
 
(a) obligation to take prompt and appropriate action in response to a data security 
breach under section 3 2 of this Act;  
(b) obligation to undertake a data protection impact assessment by a significant data 
fiduciary under section 3 3 of this Act;  
(c) obligation to conduct a data audit by a significant data fiduciary under section 3 5 of 
this Act;  
(d) appointment of a data protection officer by a significantd ata fiduciary under section 
36 of this Act;  
(e) failure to register with the Authority under sub -section (2) of section 38."
274,What are the qualifications required for an Adjudicating Officer in the given context?,"An Adjudicating Officer should be a person of ability, integrity, and standing, with specialized knowledge and at least seven years of professional experience in constitutional law, cyber and internet laws, information technology law and policy, data protection, and related subjects.","41 
 
 
 may also enter into a memorandum of understanding with such other regulator or authority governing the 
coordination of such actions . 
68. Appointment of Adjudicating Officer .— 
(1) Without prejudice to any other provision of this Act a nd for the purpose of imposing  of 
penalties under section 69to section 73or awarding compensation unde r section 7 5, the 
Authority shall have a separate adjudication wing.  
 
(2) The Central Government shall ,having regard to the need to ensure the operational 
segregation, independence , and neutrality of the adjudication wing ,prescribe — 
 
(a) number of Adjudicating Officers ; 
(b) qualification of Adjudicating Officers;  
(c) manner and terms of appointment of Adjudicating Officers  ensuring independence 
of such officers ; 
(d) jurisdiction of Adjudicating Officers;  
(e) procedure for carrying out an adjudication under this Act; and  
(f) other such requirements as the Central Government may deem fit.  
 
(3) The Adjudicating Officers shall be persons of ability, integrity and standing, and must 
have specialised knowledge of, and not less than seven years professional experience in 
the fields of constitutional law, cyber and internet laws, information technology law and 
policy, data protection and related subjects.  
CHAPTER XI  
PENALTIES AND REMEDI ES 
69. Penalties. — 
(1) Where the data fiduciary  contravenes any of the following provisions, it shall be liable to a 
penalty which may extend up to five crore rupeesor two per cent  of its total worldwide 
turnover of the preceding financial year, whichever is higher, as applicable — 
 
(a) obligation to take prompt and appropriate action in response to a data security 
breach under section 3 2 of this Act;  
(b) obligation to undertake a data protection impact assessment by a significant data 
fiduciary under section 3 3 of this Act;  
(c) obligation to conduct a data audit by a significant data fiduciary under section 3 5 of 
this Act;  
(d) appointment of a data protection officer by a significantd ata fiduciary under section 
36 of this Act;  
(e) failure to register with the Authority under sub -section (2) of section 38."
275,What is the maximum penalty that can be imposed on a data fiduciary for contravening the provisions listed in section 69(1) of the Act?,"A data fiduciary can be liable to a penalty which may extend up to five crore rupees or two percent of its total worldwide turnover of the preceding financial year, whichever is higher, for contravening the provisions listed in section 69(1) of the Act.","41 
 
 
 may also enter into a memorandum of understanding with such other regulator or authority governing the 
coordination of such actions . 
68. Appointment of Adjudicating Officer .— 
(1) Without prejudice to any other provision of this Act a nd for the purpose of imposing  of 
penalties under section 69to section 73or awarding compensation unde r section 7 5, the 
Authority shall have a separate adjudication wing.  
 
(2) The Central Government shall ,having regard to the need to ensure the operational 
segregation, independence , and neutrality of the adjudication wing ,prescribe — 
 
(a) number of Adjudicating Officers ; 
(b) qualification of Adjudicating Officers;  
(c) manner and terms of appointment of Adjudicating Officers  ensuring independence 
of such officers ; 
(d) jurisdiction of Adjudicating Officers;  
(e) procedure for carrying out an adjudication under this Act; and  
(f) other such requirements as the Central Government may deem fit.  
 
(3) The Adjudicating Officers shall be persons of ability, integrity and standing, and must 
have specialised knowledge of, and not less than seven years professional experience in 
the fields of constitutional law, cyber and internet laws, information technology law and 
policy, data protection and related subjects.  
CHAPTER XI  
PENALTIES AND REMEDI ES 
69. Penalties. — 
(1) Where the data fiduciary  contravenes any of the following provisions, it shall be liable to a 
penalty which may extend up to five crore rupeesor two per cent  of its total worldwide 
turnover of the preceding financial year, whichever is higher, as applicable — 
 
(a) obligation to take prompt and appropriate action in response to a data security 
breach under section 3 2 of this Act;  
(b) obligation to undertake a data protection impact assessment by a significant data 
fiduciary under section 3 3 of this Act;  
(c) obligation to conduct a data audit by a significant data fiduciary under section 3 5 of 
this Act;  
(d) appointment of a data protection officer by a significantd ata fiduciary under section 
36 of this Act;  
(e) failure to register with the Authority under sub -section (2) of section 38."
